Category,Record Number,Commercial Subtype,Residential Subtype,ADU/TED on Permit?,Work Description,Business Name,Project Cost,Job Cost Valuation,Current Valuation - Commercial,Current Valuation - Residential,Address,ADU or TED on Address?,Total Construction Valuation,Current Market Valuation,Property Type,Project Type,Units,Data Dump,Date,Month,Month Number,Calendar Year,Fiscal Year
02 - Remodel Residential,2021-MSS-RES-01024,,BRRRS - Reroof or Reside Residential,,SFR / Remove & Replace 30# Felt / replace with 30-Year / Malarkey Shingle / Malarkey #1030 Synthetic underlayment / Malarkey Artic ice & Water Shield / INSTALL PER IRC AND LISTING / 10:12 / VB / R-3,RHINO ROOFING,10000.0,0.0,,,107 S DAVIS ST,,10000.0,0.0,Residential,Addition/Remodel,0,11 Data Dump,2021-11-01,November,11,2021,2022
02 - Remodel Residential,2021-MSS-RES-01025,,BRRRS - Reroof or Reside Residential,,GARAGE / Remove & Replace 30# Felt / replace with 30-Year / Malarkey Shingle / Malarkey #1030 Synthetic underlayment / Malarkey Artic ice & Water Shield / INSTALL PER IRC AND LISTING / 10:12 / VB / U,RHINO ROOFING,3000.0,0.0,,,107 S DAVIS ST,,3000.0,0.0,Residential,Addition/Remodel,0,11 Data Dump,2021-11-01,November,11,2021,2022
02 - Remodel Residential,2021-MSS-RES-01034,,BRRRS - Reroof or Reside Residential,,"SFR/ Tear off existing roof down to the decking, then replace ice and water shield, shingles and underlayment./ INSTALL PER IRC AND LISTING/ OBSERVE LOW SLOP REQUIREMENTS. 4:12/ VB/ R3",CREATUM ROOFING AND REPAIR,7108.0,0.0,,,2971 SUNRISE PROMENADE,,7108.0,0.0,Residential,Addition/Remodel,0,11 Data Dump,2021-11-01,November,11,2021,2022
02 - Remodel Residential,2021-MSS-RES-01039,,BRRRS - Reroof or Reside Residential,,SFR / Remove & Replace 30# Felt / replace with 50-Year / Malarkey Shingle / Malarkey #1030 Synthetic underlayment / Malarkey Artic ice & Water Shield / INSTALL PER IRC AND LISTING / 5:12 / VB / R-3,RHINO ROOFING,13000.0,0.0,,,2801 RAYMOND AVE,,13000.0,0.0,Residential,Addition/Remodel,0,11 Data Dump,2021-11-01,November,11,2021,2022
,2021-MSS-RES-00286.01,,,,"10/8/21 REVISION TO ADD 2ND STORY TO PART OF HOUSE, CHANGE TO UNFINISHED BASEMENT",ROCKY MOUNTAIN REMODELS,,21808.1,,,435 E CENTRAL AVE,,21808.1,0.0,Modification to Work in Progress,Addition/Remodel,0,11 Data Dump,2021-11-01,November,11,2021,2022
02 - Remodel Residential,2020-MSS-RES-00537,,BAARR -  Add/Alter/Remodel Residential,,SFR/REMODEL/ADDITION/VB/R-3,OWNER,,37152.05,,87459.97,311 FAIRVIEW AVE,,37152.05,50307.92,Residential,Addition/Remodel,0,12 Data Dump,2021-12-01,December,12,2021,2022
01 - Remodel Commercial,2021-MSS-COM-00180,BAARC -  Add/Alter/Remodel Commercial,,,"TAP CLUB PH 1/REMODEL AND IMPROVEMENT OF (E) STRUCTURE AND PREVIOUS RESTAURANT (PERKINS) USE TO TAVERN & CASINO. / VB/ A-2

CONSTRUCTION COST TBD - CONTRACTOR ESTIMATE IN PROGRESS.",PEW CORPORATION,658467.0,0.0,,,2275 N RESERVE ST,,658467.0,0.0,Commercial,Addition/Remodel,0,12 Data Dump,2021-12-01,December,12,2021,2022
05 - New MultiFamily,2021-MSS-COM-00274,BNMRB - New Multifamily 5+ Units,,,BLDG D/NEW 6-PLEX/VB/R-2Rev 01 - 12/07/2021: 11/18/21 MECHANCIAL REVISION,EDGELL BUILDING AND DEVELOPMENT INC,,301862.16,,742862.88,3753 W BROADWAY   APTS A-F,MFR-APT,301862.16,441000.72000000003,Multi-Dwelling Apartment,New Construction,6,12 Data Dump,2021-12-01,December,12,2021,2022
05 - New MultiFamily,2021-MSS-COM-00276,BNMRB - New Multifamily 5+ Units,,,BLDG E/NEW 6-PLEX/VB/R-2Rev 01 - 12/07/2021: 11/18/21 MECHANCIAL REVISION,EDGELL BUILDING AND DEVELOPMENT INC,,301862.16,,742862.88,3759 W BROADWAY   ATPS A-F,MFR-APT,301862.16,441000.72000000003,Multi-Dwelling Apartment,New Construction,6,12 Data Dump,2021-12-01,December,12,2021,2022
08 - New Business,2021-MSS-COM-00308,BNCON -  New Other,,,UM HEAT POWER PLANT/New Combined Heat and Power plant adjacent to the existing heating plant on the University of Montana/ IIB/ F-1,MCKINSTRY ESSENTION LLC,,149708.16,603096.48,,840 CONNELL AVE,,149708.16,453388.31999999995,Business,New Construction,0,12 Data Dump,2021-12-01,December,12,2021,2022
01 - Remodel Commercial,2021-MSS-COM-00314,BAARC -  Add/Alter/Remodel Commercial,,,PINSPIRATION/ Tenant Improvement for Suites A & F/VB/A-3/B,SUMMIT CREEK INC,131000.0,0.0,,,3075-A N RESERVE ST,,131000.0,0.0,Commercial,Addition/Remodel,0,12 Data Dump,2021-12-01,December,12,2021,2022
01 - Remodel Commercial,2021-MSS-COM-00369,BAARC -  Add/Alter/Remodel Commercial,,,"HOMETREE/ Phase 2, a strictly mechanical submission that will be adding the mechanical systems for Flower Room 1, The Veg Rooms and The Cure Room./ VB./ B",OWNER,28000.0,0.0,,,1245 W BROADWAY,,28000.0,0.0,Commercial,Addition/Remodel,0,12 Data Dump,2021-12-01,December,12,2021,2022
01 - Remodel Commercial,2021-MSS-COM-00370,BAARC -  Add/Alter/Remodel Commercial,,,FELTON EYECARE/ CHANGE OF USE/ Interior TI - No Structural - MP Included/VB/B,KEATING BUILDERS INC,5000.0,0.0,,,2230 N RESERVE ST  STE 330,,5000.0,0.0,Commercial,Addition/Remodel,0,12 Data Dump,2021-12-01,December,12,2021,2022
01 - Remodel Commercial,2021-MSS-COM-00376,BAARC -  Add/Alter/Remodel Commercial,,,NUTRITION ON RESERVE/ Build a new non loading bearing wall for a storage room./VB/B,OWNER,50000.0,0.0,,,3055-A  N RESERVE ST,,50000.0,0.0,Commercial,Addition/Remodel,0,12 Data Dump,2021-12-01,December,12,2021,2022
01 - Remodel Commercial,2021-MSS-COM-00382,BAARC -  Add/Alter/Remodel Commercial,,,RMEF/ Interior only remodel of existing office space/VB/B,DICK ANDERSON CONSTRUCTION,50000.0,0.0,,,5705 GRANT CREEK RD,,50000.0,0.0,Commercial,Addition/Remodel,0,12 Data Dump,2021-12-01,December,12,2021,2022
01 - Remodel Commercial,2021-MSS-COM-00387,BAARC -  Add/Alter/Remodel Commercial,,,"COMMERCIAL/ Change of use from professional offices to mercantile (retail)
No alterations or additions./VB/M",APPLICANT,100.0,0.0,,,1120 W CENTRAL AVE,,100.0,0.0,Commercial,Addition/Remodel,0,12 Data Dump,2021-12-01,December,12,2021,2022
01 - Remodel Commercial,2021-MSS-COM-00401,BCRRS -  Reroof/Reside Commercial,,,HOTCHKISS HEATING & AIR / REROOFING THE BACK PART APPROX 1000 SQ FT / REMOVING METAL SHEETS / INSTALLING RECOVERY BOARD ADN TPO / INSTALL PER IBC AND LISTING / 0.5:12 / VB / R-2,DUNN WRIGHT ROOFING AND REMODEL LLC,8100.0,0.0,,,2221 S 03RD ST W,,8100.0,0.0,Commercial,Addition/Remodel,0,12 Data Dump,2021-12-01,December,12,2021,2022
01 - Remodel Commercial,2021-MSS-COM-00405,BAARC -  Add/Alter/Remodel Commercial,,,RETAIL/Change of Use from A to M (No construction required)/VB/M,OWNER,500.0,0.0,,,531 S HIGGINS AVE,,500.0,0.0,Commercial,Addition/Remodel,0,12 Data Dump,2021-12-01,December,12,2021,2022
01 - Remodel Commercial,2021-MSS-COM-00409,BCRRS -  Reroof/Reside Commercial,,,"COMM STORAGE BLDG/Remove and proper disposal of roofing material./Provide and Apply ice and water membrane per code./Provide and Apply, synthetic underlayment in succeeding courses./Provide and Apply Architectural Shingle System; High Wind Application:/Provide and Apply ridge vent and hip/ridge shingle./Provide and apply all related accessories require to complete roofing scope of work./VB/U",INDEPENDENT ROOFING LLC,17000.0,0.0,,,425 N 1ST ST W,,17000.0,0.0,Commercial,Addition/Remodel,0,12 Data Dump,2021-12-01,December,12,2021,2022
01 - Remodel Commercial,2021-MSS-COM-00411,BCRRS -  Reroof/Reside Commercial,,,"APT BLDG/REROOF PORCHES, MANSARD ROOF AND GABLE PORCHES/2:12 & 8:12/TWO STORY/VB/R-2

INSTALL PER  MANUFACTURERS LISTING AND IBC.",INDEPENDENT ROOFING LLC,65000.0,0.0,,,105 WASHINGTON ST,,65000.0,0.0,Commercial,Addition/Remodel,0,12 Data Dump,2021-12-01,December,12,2021,2022
03 - New Single Family Residential,2021-MSS-RES-00010,,BNSFT - New Single Family Townhouse,,"NEW TWO UNIT CONDO BLDG/ATT GARAGE/ VB/ R3
10/27/21 REVISION FOR RETAINING WALL IN PROCESS*",RATTLESNAKE CONSTRUCTION & INVESTMENTS LLC,,170746.4,,533876.88,1285-A BASECAMP DR,TED 2U,170746.4,363130.48,TED Two Unit,New Construction,1,12 Data Dump,2021-12-01,December,12,2021,2022
03 - New Single Family Residential,2021-MSS-RES-00010,,BNSFT - New Single Family Townhouse,,"NEW TWO UNIT CONDO BLDG/ATT GARAGE/ VB/ R3
10/27/21 REVISION FOR RETAINING WALL IN PROCESS*",RATTLESNAKE CONSTRUCTION & INVESTMENTS LLC,,,,,1285-B BASECAMP DR,TED 2U,0.0,0.0,TED Two Unit,New Construction,1,12 Data Dump,2021-12-01,December,12,2021,2022
03 - New Single Family Residential,2021-MSS-RES-00382,,BNSFR - New Single Family Residence,,NSFR/ATT GARAGE/ VB/ R3,FREEDOM BUILDERS INC,,162032.35,,383549.99,6916 SHAVER DR,SFR-DET,162032.35,221517.63999999998,Single Dwelling Detached,New Construction,1,12 Data Dump,2021-12-01,December,12,2021,2022
03 - New Single Family Residential,2021-MSS-RES-00497,,BNSFR - New Single Family Residence,ADU,NSFR-ADU/VB/R-3,OWNER,,37637.1,,89981.53,233 LIVINGSTON AVE,ADU,37637.1,52344.43,ADU,New Construction,0,12 Data Dump,2021-12-01,December,12,2021,2022
03 - New Single Family Residential,2021-MSS-RES-00784,,BNSFR - New Single Family Residence,,NSFR/ATT GARAGE/ PATIO/ BALCONY/ VB/ R3,HOYT HOMES INC,,213469.6,,506138.04,908 PARKVIEW WAY,SFR-DET,213469.6,292668.43999999994,Single Dwelling Detached,New Construction,1,12 Data Dump,2021-12-01,December,12,2021,2022
03 - New Single Family Residential,2021-MSS-RES-00903,,BNSFR - New Single Family Residence,,NSFR/ ATT GARAGE/ PARTIAL FINISH BASEMENT/ PORCH/ VB/ R3,AMES AND ASSOCIATES CUSTOM BUILDERS,,118074.66,,275091.46,3124 CUMMINS WAY,SFR-DET,118074.66,157016.80000000002,Single Dwelling Detached,New Construction,1,12 Data Dump,2021-12-01,December,12,2021,2022
03 - New Single Family Residential,2021-MSS-RES-00949,,BNSFT - New Single Family Townhouse,,NEW TOWNHOME/VB/R-3,CRICKET CONSTRUCTION LLC,,22949.2,,58780.8,2126 S 11TH ST W,TED SF,22949.2,35831.600000000006,TED Single Dwelling,New Construction,1,12 Data Dump,2021-12-01,December,12,2021,2022
03 - New Single Family Residential,2021-MSS-RES-00964,,BNSFR - New Single Family Residence,,NSFR/ATT GARAGE/VB/R-3,KINGS ELECTRIC AND CONTRACTING LLC,,136597.05,,322939.34,7027 MAX DR,SFR-DET,136597.05,186342.29000000004,Single Dwelling Detached,New Construction,1,12 Data Dump,2021-12-01,December,12,2021,2022
02 - Remodel Residential,2021-MSS-RES-00969,,BAARR -  Add/Alter/Remodel Residential,,"SFR/ Enclose eves on a carport by putting up composite siding. The eve is approximately 25' long by 15"" wide/ VB/ R3",OWNER,100.0,0.0,,,1824 HOLLIS ST,,100.0,0.0,"Misc. (Garage, Shed, etc.)",New Construction,0,12 Data Dump,2021-12-01,December,12,2021,2022
03 - New Single Family Residential,2021-MSS-RES-00975,,BNSFR - New Single Family Residence,,New SF residence. Attached garage/ partial finished basement/ VB/ R3,EDGELL BUILDING AND DEVELOPMENT INC,,181723.02,,561589.19,701 E BECKWITH AVE,SFR-DET,181723.02,379866.1699999999,Single Dwelling Detached,New Construction,1,12 Data Dump,2021-12-01,December,12,2021,2022
02 - Remodel Residential,2021-MSS-RES-00993,,BAARR -  Add/Alter/Remodel Residential,,SFR/ R & R DECK WITH SMALLER/VB/R-3,SHAMROCK CONSTRUCTION,24000.0,0.0,,,2616 OLD QUARRY RD,,24000.0,0.0,Residential,Addition/Remodel,0,12 Data Dump,2021-12-01,December,12,2021,2022
02 - Remodel Residential,2021-MSS-RES-01015,,BAARR -  Add/Alter/Remodel Residential,,"SFR/ Enclose eves on a carport by putting up composite siding. The eve is approximately 25' long by 15"" wide/ VB/ R3",OWNER,100.0,0.0,,,370 KENSINGTON AVE,,100.0,0.0,"Misc. (Garage, Shed, etc.)",New Construction,0,12 Data Dump,2021-12-01,December,12,2021,2022
02 - Remodel Residential,2021-MSS-RES-01029,,BRRRS - Reroof or Reside Residential,,SFR/ Remove shingles install new drip edge ice and water on eaves starter course felt new shingles ridge vent and ridge cap.3/12 pitch. Pablo premier buckskin tan 52 square/ INSTALL PER IRC AND LISTING/ VB/ R3,A & B ROOFING CO,26650.0,0.0,,,4 MARTHA'S CT,,26650.0,0.0,Residential,Addition/Remodel,0,12 Data Dump,2021-12-01,December,12,2021,2022
02 - Remodel Residential,2021-MSS-RES-01041,,BRRRS - Reroof or Reside Residential,,"SFR / Tearing off existing roof / reroofing with Arctic Seal ice and water, /Tiger Paw synthetic underlayment / GAF Timberline HDZ shingles / INSTALL PER IRC AND LISTING / :12 / VB / R-3",FISHER FAMILY CONSTRUCTION,13601.25,0.0,,,4849 CHESAPEAKE WAY,,13601.25,0.0,Residential,Addition/Remodel,0,12 Data Dump,2021-12-01,December,12,2021,2022
02 - Remodel Residential,2021-MSS-RES-01043,,BAARR -  Add/Alter/Remodel Residential,,DET GARAGE-SHOP/FILL IN GARAGE DOOR IN INSULATED GARAGE TO COVERT TO SHOP/VB/U,OWNER,525.0,0.0,,,924 TOOLE AVE,,525.0,0.0,Residential,Addition/Remodel,0,12 Data Dump,2021-12-01,December,12,2021,2022
02 - Remodel Residential,2021-MSS-RES-01046,,BRRRS - Reroof or Reside Residential,,SFR / Remove existing roof (3 layers asphalt shingles) / Install-new style D edge metal / ice and water shield / synthetic felt / asphalt shingles and cap / continuous ridge venting / INSTALL PER IRC AND LISTING / :12 / VB / R-3,DUNN WRIGHT ROOFING AND REMODEL LLC,3480.0,0.0,,,644 CLEVELAND ST,,3480.0,0.0,Residential,Addition/Remodel,0,12 Data Dump,2021-12-01,December,12,2021,2022
02 - Remodel Residential,2021-MSS-RES-01048,,BAARR -  Add/Alter/Remodel Residential,,SFR/Install one egress window and one basement window expansion/VB/R-3,JORDAN CONSTRUCTION,7600.0,0.0,,,339 S 05TH ST E,,7600.0,0.0,Residential,Addition/Remodel,0,12 Data Dump,2021-12-01,December,12,2021,2022
02 - Remodel Residential,2021-MSS-RES-01050,,BRRRS - Reroof or Reside Residential,,"SFR / Remove and proper disposal of roofing material / layer demo / Provide and Apply ice and water membrane / 2 row at eaves / 1 Course centered in valley / Provide and Apply, synthetic underlayment in succeeding courses / Button capped; no staples / Provide and Apply Architectural Shingle System; High Wind Application / Starter at eaves and rakes / 6 nail per shingle / Close cut valleys / Provide and Apply ridge vent and hip/ridge shingle / Provide and apply all related accessories require to complete roofing scope of work / INSTALL PER IRC AND LISTING / 4:12 / VB / R-3",INDEPENDENT ROOFING LLC,9500.0,0.0,,,2428 NORTH AVE W,,9500.0,0.0,Residential,Addition/Remodel,0,12 Data Dump,2021-12-01,December,12,2021,2022
02 - Remodel Residential,2021-MSS-RES-01052,,BRRRS - Reroof or Reside Residential,,SFR / Remove & Replace 30# Felt / replace with 30-Year / Malarkey Shingle / Malarkey #1030 Synthetic underlayment / Malarkey Artic ice & Water Shield / INSTALL PER IRC AND LISTING / 8:12 / VB / R-3,RHINO ROOFING,19000.0,0.0,,,2751 CARNOUSTIE WAY,,19000.0,0.0,Residential,Addition/Remodel,0,12 Data Dump,2021-12-01,December,12,2021,2022
02 - Remodel Residential,2021-MSS-RES-01053,,BRRRS - Reroof or Reside Residential,,SFR / Remove & Replace 30# Felt / replace with 30-Year / Malarkey Shingle / Malarkey #1030 Synthetic underlayment / Malarkey Artic ice & Water Shield / INSTALL PER IRC AND LISTING / 6:12 / VB / R-3,RHINO ROOFING,12000.0,0.0,,,2960 SHEFFIELD DR,,12000.0,0.0,Residential,Addition/Remodel,0,12 Data Dump,2021-12-01,December,12,2021,2022
02 - Remodel Residential,2021-MSS-RES-01065,,BRRRS - Reroof or Reside Residential,,SFR / Remove & Replace 30# Felt / replace with 30-Year / Malarkey Shingle / Malarkey #1030 Synthetic underlayment / Malarkey Artic ice & Water Shield /  Install per IRC and Listing / 5.12 / VB / R-3,RHINO ROOFING,10000.0,0.0,,,2605 SUNSET LN,,10000.0,0.0,Residential,Addition/Remodel,0,12 Data Dump,2021-12-01,December,12,2021,2022
02 - Remodel Residential,2021-MSS-RES-01069,,BRRRS - Reroof or Reside Residential,,SFR / Remove & Replace 30# Felt / replace with 30-Year Malarkey Shingle / Malarkey #1030 Synthetic underlayment / Malarkey Artic ice & Water Shield / INSTALL PER IRC AND LISTING / 5:12 / VB / R-3,RHINO ROOFING,10000.0,0.0,,,109 HIGH PARK WAY,,10000.0,0.0,Residential,Addition/Remodel,0,12 Data Dump,2021-12-01,December,12,2021,2022
,2018-MSS-COM-00162.05,,,,"V5 REVIEW 10/25/21 HVAC UPDATES, EQUIP. REVISIONS, SITE FENCING, UTILITY UPDATES AND STRUCTURAL REVISIONS",FERGUSON CONSTRUCTION INC,63000.0,,,,3220 N RESERVE ST,,63000.0,0.0,Modification to Work in Progress,Addition/Remodel,0,12 Data Dump,2021-12-01,December,12,2021,2022
02 - Remodel Residential,2020-MSS-RES-00986,,BAARR -  Add/Alter/Remodel Residential,,SFR/ existing house remodel with new second floor dormers and new front and rear porches/VB/R-3,JASON LONSKI CONSTRUCTION HISTORIC PRESERVATION,250000.0,0.0,0.0,28312.13,437 BEVERLY AVE,,250000.0,-221687.87,Residential,Addition/Remodel,0,01 Data Dump,2022-01-01,January,01,2022,2022
01 - Remodel Commercial,2021-MSS-COM-00061,BAARC -  Add/Alter/Remodel Commercial,,,"COMM BLDG/Work Includes: Facade Remodel, New Entry Vestibule, Sidewalk and Landscaping Improvements/VB/M",SCHROCK CONSTRUCTION INC,387117.83,0.0,0.0,0.0,3100 A BROOKS ST,,387117.83,0.0,Commercial,Addition/Remodel,0,01 Data Dump,2022-01-01,January,01,2022,2022
01 - Remodel Commercial,2021-MSS-COM-00126,BAARC -  Add/Alter/Remodel Commercial,,,MERCANTILE RESIDENCE INN LOBBY/New bar in lobby of existing hotel/ VB/ B,SIRIUS CONSTRUCTION INC,123521.0,0.0,0.0,0.0,125 PATTEE ST,,123521.0,0.0,Commercial,Addition/Remodel,0,01 Data Dump,2022-01-01,January,01,2022,2022
01 - Remodel Commercial,2021-MSS-COM-00131,BAARC -  Add/Alter/Remodel Commercial,,,THREE BALES HOME SUPPLY SUITE 100/Change in Use/VB/M,OWNER,500.0,0.0,0.0,0.0,1425 S HIGGINS AVE   STE 100,,500.0,0.0,Commercial,Addition/Remodel,0,01 Data Dump,2022-01-01,January,01,2022,2022
05 - New MultiFamily,2021-MSS-COM-00137,BNMRB - New Multifamily 5+ Units,,14,BICKFORD APTS/NEW 14 APT BLDG/VB/R-2,TOLLEFSON CONSTRUCTION,0.0,649086.12,0.0,1597358.16,522 W BICKFORD ST,MFR-APT,649086.12,948272.0399999999,Multi-Dwelling Apartment,New Construction,14,01 Data Dump,2022-01-01,January,01,2022,2022
05 - New MultiFamily,2021-MSS-COM-00270,BNMRB - New Multifamily 5+ Units,,6,"New 6-Plex/ VB/ R2
Rev 01 - 12/07/2021: 11/18/21 MECHANCIAL REVISION",EDGELL BUILDING AND DEVELOPMENT INC,0.0,301862.16,0.0,742862.88,3743 W BROADWAY  APTS A-F,MFR-APT,301862.16,441000.72000000003,Multi-Dwelling Apartment,New Construction,6,01 Data Dump,2022-01-01,January,01,2022,2022
05 - New MultiFamily,2021-MSS-COM-00273,BNMRB - New Multifamily 5+ Units,,6,"BLDG A/NEW 6-PLEX/VB/R-2
Rev 01 - 12/07/2021: 11/18/21 MECHANCIAL REVISION",EDGELL BUILDING AND DEVELOPMENT INC,0.0,301862.16,0.0,742862.88,3731 W BROADWAY  APTS A-F,MFR-APT,301862.16,441000.72000000003,Multi-Dwelling Apartment,New Construction,6,01 Data Dump,2022-01-01,January,01,2022,2022
05 - New MultiFamily,2021-MSS-COM-00277,BNMRB - New Multifamily 5+ Units,,6,"BLDG F/NEW 6-PLEX/VB/R-2
Rev 01 - 12/07/2021: 11/18/21 MECHANCIAL REVISION",EDGELL BUILDING AND DEVELOPMENT INC,0.0,301862.16,0.0,742862.88,3767 W BROADWAY  APTS A-F,MFR-APT,301862.16,441000.72000000003,Multi-Dwelling Apartment,New Construction,6,01 Data Dump,2022-01-01,January,01,2022,2022
05 - New MultiFamily,2021-MSS-COM-00278,BNMRB - New Multifamily 5+ Units,,6,"BLDG G/NEW 6-PLEX/VB/R-2
Rev 01 - 12/07/2021: 11/18/21 MECHANCIAL REVISION",EDGELL BUILDING AND DEVELOPMENT INC,0.0,301862.16,0.0,742862.88,3773 W BROADWAY  APTS A-F,MFR-APT,301862.16,441000.72000000003,Multi-Dwelling Apartment,New Construction,6,01 Data Dump,2022-01-01,January,01,2022,2022
05 - New MultiFamily,2021-MSS-COM-00279,BNMRB - New Multifamily 5+ Units,,6,"BLDG H/NEW 6-PLEX/VB/R-2
Rev 01 - 12/07/2021: 11/18/21 MECHANCIAL REVISION",EDGELL BUILDING AND DEVELOPMENT INC,0.0,301862.16,0.0,742862.88,3779 W BROADWAY   APTS A-F,MFR-APT,301862.16,441000.72000000003,Multi-Dwelling Apartment,New Construction,6,01 Data Dump,2022-01-01,January,01,2022,2022
01 - Remodel Commercial,2021-MSS-COM-00327,BAARC -  Add/Alter/Remodel Commercial,,,HOLIDAY INN/ REMODEL 2ND & 3RD FLOORS/VB/R-2,DICK ANDERSON CONSTRUCTION,1000000.0,0.0,0.0,0.0,200 S PATTEE ST,,1000000.0,0.0,Commercial,Addition/Remodel,0,01 Data Dump,2022-01-01,January,01,2022,2022
01 - Remodel Commercial,2021-MSS-COM-00348,BAARC -  Add/Alter/Remodel Commercial,,,"GOLDEN LEAF/ change of tenant/ VB/ M
no change of use
no change of occupancy
no structural modifications
no building envelope modifications",OWNER,2000.0,0.0,0.0,0.0,2901 BROOKS ST - MALL STORES,,2000.0,0.0,Commercial,Addition/Remodel,0,01 Data Dump,2022-01-01,January,01,2022,2022
01 - Remodel Commercial,2021-MSS-COM-00350,BAARC -  Add/Alter/Remodel Commercial,,,FAIRFIELD INN/ PH 1/ REMODEL GUESTROOMS/VB/R-1,MAURER CONSTRUCTION LLC,958575.0,0.0,0.0,0.0,5252 AIRWAY BLVD,,958575.0,0.0,Commercial,Addition/Remodel,0,01 Data Dump,2022-01-01,January,01,2022,2022
01 - Remodel Commercial,2021-MSS-COM-00365,BAARC -  Add/Alter/Remodel Commercial,,,MISSOULA WATER/ New partitions walls to create additional cubicals and modification of mechanical and electrical system.,WESTERN INTERSTATE INC,145000.0,0.0,0.0,0.0,1345 W BROADWAY,,145000.0,0.0,Commercial,Addition/Remodel,0,01 Data Dump,2022-01-01,January,01,2022,2022
01 - Remodel Commercial,2021-MSS-COM-00377,BAARC -  Add/Alter/Remodel Commercial,,,"COMMERCIAL/ This is a change of use from a business use to a retail use.
There is no construction, addition or alteration involved.",OWNER,500.0,0.0,0.0,0.0,1413 S HIGGINS AVE,,500.0,0.0,Commercial,Addition/Remodel,0,01 Data Dump,2022-01-01,January,01,2022,2022
01 - Remodel Commercial,2021-MSS-COM-00378,BAARC -  Add/Alter/Remodel Commercial,,,UPS/ Add (5) side bump outs to the existing UPS building to widen interior egress walkway./ VB/ S-1,USA MODULAR INC,59540.0,0.0,0.0,0.0,221 EXPRESSWAY,,59540.0,0.0,Commercial,Addition/Remodel,0,01 Data Dump,2022-01-01,January,01,2022,2022
01 - Remodel Commercial,2021-MSS-COM-00386,BAARC -  Add/Alter/Remodel Commercial,,,"FURLONG RENOVATION PH 2/ NEW DWELLING UNIT ATTACHED TO AN EXISTING STRUCTURE. THE EXISTING SITE AND STRUCTURE ARE ZONED AS, RM1-35. THERE  WILL BE A NEW 2HOUR FIRE WALL SEPPERATING BOTH STRUCTURES WITH NO OPENININGS IN THE CONNECTING FIRE WALL.  THIS TWO STORY UNIT WILL BE LEASED UNDER 850 S.F./VB/R-2",OWNER,0.0,54439.7,0.0,142298.52,427 E PINE ST,,54439.7,87858.81999999999,Commercial,Addition/Remodel,0,01 Data Dump,2022-01-01,January,01,2022,2022
01 - Remodel Commercial,2021-MSS-COM-00388,BAARC -  Add/Alter/Remodel Commercial,,,COMMERCIAL/ SUITE A/  Interior Remodel.  Change of use to Orthodontists Office./VB/B,SCHROCK CONSTRUCTION INC,900000.0,0.0,0.0,0.0,3100 A BROOKS ST,,900000.0,0.0,Commercial,Addition/Remodel,0,01 Data Dump,2022-01-01,January,01,2022,2022
01 - Remodel Commercial,2021-MSS-COM-00408,BAARC -  Add/Alter/Remodel Commercial,,,SUITE 130/CHANGE OF USE/VB/B,OWNER,500.0,0.0,0.0,0.0,308 W PINE ST  STE 130,,500.0,0.0,Commercial,Addition/Remodel,0,01 Data Dump,2022-01-01,January,01,2022,2022
02 - Remodel Residential,2021-MSS-RES-00031,,BAARR -  Add/Alter/Remodel Residential,,"SFR/add bedroom and closet in rear of existing connected conditioned garage space/VB/R-3
Rev 01 - 12/21/2021: 11/29/21 REVISION TO CHANGE CLOSET TO RESTROOM",OWNER,5000.0,0.0,0.0,0.0,1538 HOWELL ST,,5000.0,0.0,Residential,Addition/Remodel,0,01 Data Dump,2022-01-01,January,01,2022,2022
03 - New Single Family Residential,2021-MSS-RES-00410,,BNSFR - New Single Family Residence,,NSFR/ATT GARAGE/VB/R-3,EDGELL BUILDING AND DEVELOPMENT INC,0.0,142297.5,0.0,366730.28,2513 DRAKE LN,SFR-DET,142297.5,224432.78000000003,Single Dwelling Detached,New Construction,1,01 Data Dump,2022-01-01,January,01,2022,2022
03 - New Single Family Residential,2021-MSS-RES-00690,,BNSFR - New Single Family Residence,,NSFR/ATT GARAGE/VB/R-3,SUMMIT CREEK INC,0.0,104018.95,0.0,246193.07,226 MANSION HEIGHTS DR,SFR-DET,104018.95,142174.12,Single Dwelling Detached,New Construction,1,01 Data Dump,2022-01-01,January,01,2022,2022
03 - New Single Family Residential,2021-MSS-RES-00769,,BNSFR - New Single Family Residence,,NSFR/ ATT GARAGE//VB/R-3,EDGELL BUILDING AND DEVELOPMENT INC,0.0,167854.55,0.0,397991.61,2518 DRAKE LN,SFR-DET,167854.55,230137.06,Single Dwelling Detached,New Construction,1,01 Data Dump,2022-01-01,January,01,2022,2022
03 - New Single Family Residential,2021-MSS-RES-00809,,BNSFR - New Single Family Residence,,NSFR/ATT GARAGE/VB/R-3,O AND O BUILDERS LLC,0.0,90114.0,0.0,213627.96,7037 MAX DR,SFR-DET,90114.0,123513.95999999999,Single Dwelling Detached,New Construction,1,01 Data Dump,2022-01-01,January,01,2022,2022
03 - New Single Family Residential,2021-MSS-RES-00814,,BNSFR - New Single Family Residence,,NSFR/ ATT GARAGE/VB/R-3,O AND O BUILDERS LLC,0.0,95505.6,0.0,226250.1,7084 GUINEVERE DR,SFR-DET,95505.6,130744.5,Single Dwelling Detached,New Construction,1,01 Data Dump,2022-01-01,January,01,2022,2022
