Category,Record Number,Commercial Subtype,Residential Subtype,ADU/TED on Permit?,Work Description,Business Name,Project Cost,Job Cost Valuation,Current Valuation - Commercial,Current Valuation - Residential,Address,ADU or TED on Address?,Total Construction Valuation,Current Market Valuation,Property Type,Project Type,Units,Data Dump,Date,Month,Month Number,Calendar Year,Fiscal Year
02 - Remodel Residential,2024-MSS-RES-00648,,BAARR -  Add/Alter/Remodel Residential,,2021 CODES/SFR/Replace kitchen window on north east side of home with 8' sliding door./VB/R-3,CONSTRUCTIVE INNOVATION LLC,4000.0,0.0,,,516 CANYON GATE DR,,4000.0,0.0,Residential,Addition/Remodel,0,08 Data Dump,2024-08-01,August,08,2024,2025
02 - Remodel Residential,2024-MSS-RES-00655,,BRRRS - Reroof or Reside Residential,,"SFR / Remove existing roofing / Install Ice and water to entire structure / Install New Malarkey Omni Seal roof system / drip edge, pipe boots and ridge vents with 1 skylight / INSTALL PER IRC AND LISTING / OBSERVE LOW SLOPE REQUIREMENTS / 2:12 / VB / R3",SCHROCK COMMERCIAL ROOFING INC,16992.73,0.0,,,419 FAIRVIEW AVE,,16992.73,0.0,Residential,Addition/Remodel,0,08 Data Dump,2024-08-01,August,08,2024,2025
02 - Remodel Residential,2024-MSS-RES-00666,,BRRRS - Reroof or Reside Residential,,"SFR / Tearing exciting siding off, installing metal siding and soffit.",BEILER ROOFING LLC,18269.0,0.0,,,2314 VALLEY DR,,18269.0,0.0,Residential,Addition/Remodel,0,08 Data Dump,2024-08-01,August,08,2024,2025
02 - Remodel Residential,2024-MSS-RES-00669,,BAARR -  Add/Alter/Remodel Residential,,2021 CODES/SFR/ADD COLLAR TIES FOR SOLAR SYSTEM/VB/R-3,SBS SOLAR INC,500.0,0.0,,,2335 57TH ST,,500.0,0.0,Residential,Addition/Remodel,0,08 Data Dump,2024-08-01,August,08,2024,2025
02 - Remodel Residential,2024-MSS-RES-00674,,BRRRS - Reroof or Reside Residential,,SFR / Removed existing roofing material /  Install synthetic underlayment and ice and water shield / Apply metal shingle shakes to roof. / INSTALL PER IRC AND LISTING / 9:12 / VB / R3,ABC SEAMLESS OF MONTANA,10000.0,0.0,,,119 W KENT AVE,,10000.0,0.0,Residential,Addition/Remodel,0,08 Data Dump,2024-08-01,August,08,2024,2025
02 - Remodel Residential,2024-MSS-RES-00678,,BAARR -  Add/Alter/Remodel Residential,,"2021 CODES/TOWNHOME/Fire damaged home. Gutted to framing, windows, all interior finishes to be replaced, insulation, drywall, paint, trim, flooring, cabinetry, light fixtures, plumbing fixtures, doors some exterior surfaces./VB/R-3
SCOPE OF WORK TO BE VERIFIED ON SITE. REPAIRS TO BRING STRUCTURE TO PREDAMAGED STATE.",DAYSPRING RESTORATION LLC,40679.0,0.0,,,8601 RANCH CLUB RD,,40679.0,0.0,Residential,Addition/Remodel,0,08 Data Dump,2024-08-01,August,08,2024,2025
02 - Remodel Residential,2024-MSS-RES-00683,,BRRRS - Reroof or Reside Residential,,SFR / Remove existing roofing to bare decking / install new edge metal / install new underlayment including ice & water membrane on all eaves and valleys / install new limited lifetime architectural shingles / install new pipe boots / install new ridge vent and cap / INSTALL PER IRC AND LISTING / 5:12 / VB / R3,DERRICK G SMITH ROOFING LLC,16468.0,0.0,,,116 SENTINEL AVE,,16468.0,0.0,Residential,Addition/Remodel,0,08 Data Dump,2024-08-01,August,08,2024,2025
02 - Remodel Residential,2024-MSS-RES-00684,,BRRRS - Reroof or Reside Residential,,"SFR / Remove existing existing roofing to expose existing roof strapping, remove roof strapping / add 4"" poly iso rigid insulation / replace strapping at 24"" intervals / install new metal roofing  install new fascia to cover additional roof thickness / INSTALL PER IRC AND LISTING / OBSERVE LOW SLOPE REQUIREMENTS / 1:12 / VB / R3",DERRICK G SMITH ROOFING LLC,80000.0,0.0,,,704 LOLO ST,,80000.0,0.0,Residential,Addition/Remodel,0,08 Data Dump,2024-08-01,August,08,2024,2025
02 - Remodel Residential,2024-MSS-RES-00685,,BAARR -  Add/Alter/Remodel Residential,,2021 CODES/SFR/Expanding existing basement windows to Egress Windows/VB/R-3,OWNER,5000.0,0.0,,,2026 S 12TH ST W,,5000.0,0.0,Residential,Addition/Remodel,0,08 Data Dump,2024-08-01,August,08,2024,2025
02 - Remodel Residential,2024-MSS-RES-00686,,BRRRS - Reroof or Reside Residential,,SFR / remove shingles / install new drip edge / ice and water o eaves / new tarter course felt / new OC Duration shingles / ridge vent and ridge cap /  INSTALL PER IRC AND LISTING / OBSERVE LOW SLOPE REQUIREMENTS / 3:12 6:12 / VB / R3,A & B ROOFING CO,17690.0,0.0,,,639 CLEVELAND ST,,17690.0,0.0,Residential,Addition/Remodel,0,08 Data Dump,2024-08-01,August,08,2024,2025
02 - Remodel Residential,2024-MSS-RES-00689,,BRRRS - Reroof or Reside Residential,,SFR / Remove & Replace 30# felt / replace w/ a 30-year Malarkey Shingle / Malarkey #1030 Synthetic underlayment / Malarkey Artic ice & Water shield / INSTALL PER IRC AND LISTING / 7:12 / VB / R3,RHINO ROOFING,13000.0,0.0,,,4315 MELROSE PL,,13000.0,0.0,Residential,Addition/Remodel,0,08 Data Dump,2024-08-01,August,08,2024,2025
02 - Remodel Residential,2024-MSS-RES-00690,,BAARR -  Add/Alter/Remodel Residential,,2021 CODES/SFR/Bathroom remodel/VB/R-3,KINGDOM BUILDERS INC,26200.0,0.0,,,602 S 05TH ST W,,26200.0,0.0,Residential,Addition/Remodel,0,08 Data Dump,2024-08-01,August,08,2024,2025
02 - Remodel Residential,2024-MSS-RES-00691,,BRRRS - Reroof or Reside Residential,,SFR / Remove existing roofing material / install ice and water shield on eaves and in valleys / install d style drip edge on eaves and gables / install synthetic underlayment / install 30 year architectural shingles / remove debris / INSTALL PER IRC AND LISTING / 4:12 / VB / R3,MILLER ROOFING INC,15450.0,0.0,,,113 TAHOE DR,,15450.0,0.0,Residential,Addition/Remodel,0,08 Data Dump,2024-08-01,August,08,2024,2025
02 - Remodel Residential,2024-MSS-RES-00693,,BRRRS - Reroof or Reside Residential,,SFR / Remove & Replace 30# felt / replace w/ a 50-year Malarkey Shingle / Malarkey #1030 Synthetic underlayment / Malarkey Artic ice & Water shield / INSTALL PER IRC AND LISTING / 12:12 / VB / R3,RHINO ROOFING,18000.0,0.0,,,1670 SHINDIG DR,,18000.0,0.0,Residential,Addition/Remodel,0,08 Data Dump,2024-08-01,August,08,2024,2025
02 - Remodel Residential,2024-MSS-RES-00694,,BRRRS - Reroof or Reside Residential,,SFR / Remove existing shingles and underlayment / Install ice/water and synthetic underlayment per code / Install asphalt shingles per code / INSTALL PER IRC AND LISTING / 5:12 / VB / R3,MIGHTY DOG ROOFING 157,13000.0,0.0,,,5839 PROSPECT DR,,13000.0,0.0,Residential,Addition/Remodel,0,08 Data Dump,2024-08-01,August,08,2024,2025
02 - Remodel Residential,2024-MSS-RES-00695,,BRRRS - Reroof or Reside Residential,,SFR / STORM DAMAGE / removing existing roof / Re-roofing 44 squares of comp shingles only / install synthetic underlayment / install ice and water shield / install comp shingles / INSTALL PER IRC AND LISTING / 7:12 / VB / R3,"INFINITY ROOFING & SIDING, LLC",23025.62,0.0,,,2607 WEDGEWOOD CT,,23025.62,0.0,Residential,Addition/Remodel,0,08 Data Dump,2024-08-01,August,08,2024,2025
02 - Remodel Residential,2024-MSS-RES-00696,,BRRRS - Reroof or Reside Residential,,"SFR / STORM DAMAGE Numerous missing and damaged shingles due to wind / Total Re-Roof (shingles) / Remove all existing shingles and underlayment / Install Drip edge, ice and water barrier along eaves / synthetic underlayment on remainder of roof / Install starter strip. Install GAF Timberline HDZ shingles / INSTALL PER IRC AND LISTING / 4:12 / VB / R3",CLW CONSTRUCTION LLC,10000.0,0.0,,,2885 STRATFORD LN,,10000.0,0.0,Residential,Addition/Remodel,0,08 Data Dump,2024-08-01,August,08,2024,2025
02 - Remodel Residential,2024-MSS-RES-00699,,BRRRS - Reroof or Reside Residential,,"SFR / Removal and proper disposal of existing/old roofing material to wood deck / Provide and Apply ice and water membrane per code /
Provide and Apply, synthetic underlayment in succeeding courses /
Provide and Apply Architectural Shingle System / Provide and Apply ridge vent and hip/ridge shingle. /  INSTALL PER IRC AND LISTING / 10:12  / VB / R3",INDEPENDENT ROOFING LLC,9450.0,0.0,,,105 N 03RD ST W,,9450.0,0.0,Residential,Addition/Remodel,0,08 Data Dump,2024-08-01,August,08,2024,2025
02 - Remodel Residential,2024-MSS-RES-00701,,BRRRS - Reroof or Reside Residential,,"SFR / Remove existing roof and dispose. Install: ice and water shield, synthetic underlay, new style-D drip edge metal, new plumbing pipe boots. chimney flashing, Malarkey shingles and Cap, and continuous ridge venting./ INSTALL PER IRC AND LISTING / 5:12 / VB / R3",DUNN WRIGHT ROOFING AND REMODEL LLC,16165.0,0.0,,,116 GRANDVIEW WAY,,16165.0,0.0,Residential,Addition/Remodel,0,08 Data Dump,2024-08-01,August,08,2024,2025
02 - Remodel Residential,2024-MSS-RES-00706,,BRRRS - Reroof or Reside Residential,,"SFR / Remove & Replace 30# felt, replace w/ a 50-year Malarkey Shingle, Malarkey #1030 Synthetic underlayment, Malarkey Artic ice & Water shield. / INSTALL PER IRC AND LISTING/ 2021 CODES / 6:12",RHINO ROOFING,7000.0,0.0,,,6028 HOBSON LN,,7000.0,0.0,Residential,Addition/Remodel,0,08 Data Dump,2024-08-01,August,08,2024,2025
02 - Remodel Residential,2024-MSS-RES-00707,,BRRRS - Reroof or Reside Residential,,"SFR / Remove & Replace 30# felt, replace w/ a 50-year Malarkey Shingle, Malarkey #1030 Synthetic underlayment, Malarkey Artic ice & Water shield / INSTALL PER IRC AND LISTING / 2021 CODES / 5:12",RHINO ROOFING,20000.0,0.0,,,6711 KELSEY CT,,20000.0,0.0,Residential,Addition/Remodel,0,08 Data Dump,2024-08-01,August,08,2024,2025
02 - Remodel Residential,2024-MSS-RES-00708,,BRRRS - Reroof or Reside Residential,,"SFR / Remove & Replace 30# felt, replace w/ a 40-year Malarkey Shingle, Malarkey #1030 Synthetic underlayment, Malarkey Artic ice & Water shield / INSTALL PER IRC AND LISTING / 2021 CODES / 8:12",RHINO ROOFING,9000.0,0.0,,,1220 KEMP ST,,9000.0,0.0,Residential,Addition/Remodel,0,08 Data Dump,2024-08-01,August,08,2024,2025
02 - Remodel Residential,2024-MSS-RES-00709,,BRRRS - Reroof or Reside Residential,,SFR / Remove & Replace 30# felt / replace w/ a 30-year Malarkey Shingle / Malarkey #1030 Synthetic underlayment / Malarkey Artic ice & Water shield / INSTALL PER IRC AND LISTING / 6.12 / VB / R3,RHINO ROOFING,13000.0,0.0,,,4021 MELROSE PL,,13000.0,0.0,Residential,Addition/Remodel,0,08 Data Dump,2024-08-01,August,08,2024,2025
02 - Remodel Residential,2024-MSS-RES-00712,,BRRRS - Reroof or Reside Residential,,TOWNHOME-UNIT A / Remove & Replace 30# felt / replace w/ a 40-year Malarkey Shingle / Malarkey #1030 Synthetic underlayment / Malarkey Artic ice & Water shield / INSTALL PER IRC AND LISTING / 8.12 / VB / R3,RHINO ROOFING,7000.0,0.0,,,2121 A W KENT AVE,,7000.0,0.0,Residential,Addition/Remodel,0,08 Data Dump,2024-08-01,August,08,2024,2025
02 - Remodel Residential,2024-MSS-RES-00713,,BRRRS - Reroof or Reside Residential,,TOWHOME-UNIT B / Remove & Replace 30# felt / replace w/ a 40-year Malarkey Shingle / Malarkey #1030 Synthetic underlayment / Malarkey Artic ice & Water shield / INSTALL PER IRC AND LISTING / 8:12 / VB / R3,RHINO ROOFING,7000.0,0.0,,,2121 B W KENT AVE,,7000.0,0.0,Residential,Addition/Remodel,0,08 Data Dump,2024-08-01,August,08,2024,2025
02 - Remodel Residential,2024-MSS-RES-00715,,BRRRS - Reroof or Reside Residential,,SFR / Tear Off Existing Cottage Low Slope Roof (EPDM). Install New Low Slope TPO Roofing System. Tapered ISO System With Densdeck / INSTALL PER IRC & LISTING / 1:12 / OBSERVE LOW SLOPE REQUIREMENTS / 1.5 STORIES / VB/R-3,HAVOC ROOFING LLC,9000.0,0.0,,,222 S 04TH ST W,,9000.0,0.0,Residential,Addition/Remodel,0,08 Data Dump,2024-08-01,August,08,2024,2025
02 - Remodel Residential,2024-MSS-RES-00716,,BRRRS - Reroof or Reside Residential,,"SFR / Remove & Replace 30# felt, replace w/ a 30-year Malarkey Shingle, Malarkey #1030 Synthetic underlayment, Malarkey Artic ice & Water shield. / INSTALL PER IRC AND LISTING / 2021 CODES / 8:12",RHINO ROOFING,14000.0,0.0,,,2799 FLEET ST,,14000.0,0.0,Residential,Addition/Remodel,0,08 Data Dump,2024-08-01,August,08,2024,2025
02 - Remodel Residential,2024-MSS-RES-00718,,BRRRS - Reroof or Reside Residential,,SFR / Remove existing shingles and underlayment. Install ice/water and synthetic underlayment per code. Install asphalt shingles per code. / INSTALL PER IRC & LISTING / 7:12 / SINGLE STORY / VB/R-3,MIGHTY DOG ROOFING 157,10000.0,0.0,,,4115 SAXONY PL,,10000.0,0.0,Residential,Addition/Remodel,0,08 Data Dump,2024-08-01,August,08,2024,2025
02 - Remodel Residential,2024-MSS-RES-00719,,BRRRS - Reroof or Reside Residential,,"SFR / To remove old roofing, to install ice & water shield, to install GAF Tigerpaw underlayment, to install Malarky architectural shingles / INSTALL PER IRC & LISTING / 5:12 / SINGLE STORY / VB/R-3",ABOVE THE REST ROOFING,19000.0,0.0,,,3208 CUMMINS WAY,,19000.0,0.0,Residential,Addition/Remodel,0,08 Data Dump,2024-08-01,August,08,2024,2025
02 - Remodel Residential,2024-MSS-RES-00720,,BRRRS - Reroof or Reside Residential,,"SFR / Remove existing roofing material / install d style drip edge on eaves and rake / install ice and water on eaves and in valleys / install synthetic underlayment / install 30 year architectural shingles / install associated pipe boots, flashing, sealant etc. / remove debris / INSTALL PER IRC AND LISTING / 6:12 / VB / R3",MILLER ROOFING INC,12625.0,0.0,,,3085 STRATFORD LN,,12625.0,0.0,Residential,Addition/Remodel,0,08 Data Dump,2024-08-01,August,08,2024,2025
02 - Remodel Residential,2024-MSS-RES-00721,,BRRRS - Reroof or Reside Residential,,SFR / STORM DAMAGE / Removing and Re-roofing 43 squares shingles only / install synthetic underlayment/ install ice and water shield / install GAF HDZ / INSTALL PER IRC AND LISTING / 7:12 / VB / R3,"INFINITY ROOFING & SIDING, LLC",20768.41,0.0,,,2929 RUSTLER DR,,20768.41,0.0,Residential,Addition/Remodel,0,08 Data Dump,2024-08-01,August,08,2024,2025
02 - Remodel Residential,2024-MSS-RES-00722,,BRRRS - Reroof or Reside Residential,,"SFR / STORM DAMAGE / Numerous missing and damaged shingles due to wind / Total Re-Roof (shingles) / Remove all existing shingles and underlayment / Install Drip edge, ice and water barrier along eaves / synthetic underlayment on remainder of roof / Install starter strip / Install GAF Timberline HDZ shingles / INSTALL PER IRC AND LISTING / 2021 CODES / 7:12  / VB / R-3",CLW CONSTRUCTION LLC,9553.0,0.0,,,4035 ENGLAND BLVD,,9553.0,0.0,Residential,Addition/Remodel,0,08 Data Dump,2024-08-01,August,08,2024,2025
02 - Remodel Residential,2024-MSS-RES-00724,,BRRRS - Reroof or Reside Residential,,"SFR / STORM DAMAGE / Numerous missing and damaged shingles due to wind / Total Re-Roof (shingles) / Remove all existing shingles and underlayment / Install Drip edge, ice and water barrier along eaves and valleys/ synthetic underlayment on remainder of roof / Install starter strip / Install GAF Timberline HDZ shingles / INSTALL PER IRC AND LISTING / 2021 CODES / 10:12  / VB / R-3",CLW CONSTRUCTION LLC,12362.0,0.0,,,1304 BRIDGECOURT WAY,,12362.0,0.0,Residential,Addition/Remodel,0,08 Data Dump,2024-08-01,August,08,2024,2025
02 - Remodel Residential,2024-MSS-RES-00725,,BRRRS - Reroof or Reside Residential,,SFR / Re-roof due to storm damage / R&R / 1 layer Comp Shingles 50-yr GAF / IWS / CRV / INSTALL PER IRC AND LISTING / 4:12 / VB / R3,JARED LANGLEY ENTERPRISES INC,15000.0,0.0,,,5905 SKYVIEW DR,,15000.0,0.0,Residential,Addition/Remodel,0,08 Data Dump,2024-08-01,August,08,2024,2025
02 - Remodel Residential,2024-MSS-RES-00726,,BRRRS - Reroof or Reside Residential,,"SFR / Numerous missing and damaged shingles due to wind / Total Re-Roof (shingles) / Remove all existing shingles and underlayment / Install Drip edge, ice and water barrier along eaves and valleys / synthetic underlayment on remainder of roof / Install starter strip. Install GAF Timberline HDZ shingles / INSTALL PER IRC AND LISTING / 2021 CODES / 10 :12  / VB / R-3",CLW CONSTRUCTION LLC,28000.0,0.0,,,544 HASTINGS AVE,,28000.0,0.0,Residential,Addition/Remodel,0,08 Data Dump,2024-08-01,August,08,2024,2025
02 - Remodel Residential,2024-MSS-RES-00727,,BRRRS - Reroof or Reside Residential,,"SFR / Numerous missing and damaged shingles due to wind / Total Re-Roof (shingles) / Remove all existing shingles and underlayment / Install Drip edge, ice and water barrier along eaves / synthetic underlayment on remainder of roof / Install starter strip. Install GAF Timberline HDZ shingles / INSTALL PER IRC AND LISTING / 2021 CODES / 4:12 / VB / R-3",CLW CONSTRUCTION LLC,13000.0,0.0,,,2535 W CENTRAL AVE,,13000.0,0.0,Residential,Addition/Remodel,0,08 Data Dump,2024-08-01,August,08,2024,2025
02 - Remodel Residential,2024-MSS-RES-00728,,BRRRS - Reroof or Reside Residential,,"SFR / STORM DAMAGE / Numerous missing and damaged shingles due to wind / Total Re-Roof (shingles) / Remove all existing shingles and underlayment / Install Drip edge, ice and water barrier along eaves and valleys/ synthetic underlayment on remainder of roof / Install starter strip. Install GAF Timberline HDZ shingles / INSTALL PER IRC AND LISTING / 2021 CODES / 6:12 / VB / R-3",CLW CONSTRUCTION LLC,10000.0,0.0,,,2408 43RD ST,,10000.0,0.0,Residential,Addition/Remodel,0,08 Data Dump,2024-08-01,August,08,2024,2025
02 - Remodel Residential,2024-MSS-RES-00731,,BRRRS - Reroof or Reside Residential,,SFR / Re-roof due to storm damage/ R&R / INSTALL SYNTHETIC UNDERLAYMENT / Install 1 layer Comp Shingles 50-yr GAF / IWS / CRV / INSTALL PER IRC AND LISTING / 4:12 / VB / R3,JARED LANGLEY ENTERPRISES INC,15000.0,0.0,,,3217 PAUL LN,,15000.0,0.0,Residential,Addition/Remodel,0,08 Data Dump,2024-08-01,August,08,2024,2025
02 - Remodel Residential,2024-MSS-RES-00733,,BRRRS - Reroof or Reside Residential,,SFR / Re-roof due to storm damage/ R&R existing roof / INSTALL SYNTHETIC UNDERLAYMENT / Install 1 layer Arch. Shingles 50-yr GAF / IWS / CRV / INSTALL PER IRC AND LISTING / 4:12 / VB / R3,JARED LANGLEY ENTERPRISES INC,25000.0,0.0,,,2207 APPLEWOOD LN,,25000.0,0.0,Residential,Addition/Remodel,0,08 Data Dump,2024-08-01,August,08,2024,2025
02 - Remodel Residential,2024-MSS-RES-00734,,BRRRS - Reroof or Reside Residential,,SFR/ Re-roof due to storm damage/ R&R existing roof / INSTALL SYNTHETIC UNDERLAYMENT / Install 1 layer Comp. Shingles 50-yr GAF / IWS / CRV / INSTALL PER IRC AND LISTING / 7:12 / VB / R3,JARED LANGLEY ENTERPRISES INC,15000.0,0.0,,,2702 FLEET ST,,15000.0,0.0,Residential,Addition/Remodel,0,08 Data Dump,2024-08-01,August,08,2024,2025
02 - Remodel Residential,2024-MSS-RES-00736,,BRRRS - Reroof or Reside Residential,,"SFR / Remove & Replace 30# felt, replace w/ a 40-year Malarkey Shingle, Malarkey #1030 Synthetic underlayment, Malarkey Artic ice & Water shield / INSTALL PER IRC & LISTING / 5:12 / SINGLE STORY / VB/R-3",RHINO ROOFING,17000.0,0.0,,,6726 KELSEY CT,,17000.0,0.0,Residential,Addition/Remodel,0,08 Data Dump,2024-08-01,August,08,2024,2025
02 - Remodel Residential,2024-MSS-RES-00737,,BRRRS - Reroof or Reside Residential,,SFR / Re-roofing 32 squares shingles only / REPLACE ICE AND WATER SHIELD / SYNTHETIC UNDERLAYMENT / OWENS CORNING DURATION PER IRC AND LISTING / 7:12 / VB/ R3,"INFINITY ROOFING & SIDING, LLC",21615.66,0.0,,,5335 BIGFORK RD,,21615.66,0.0,Residential,Addition/Remodel,0,08 Data Dump,2024-08-01,August,08,2024,2025
02 - Remodel Residential,2024-MSS-RES-00739,,BRRRS - Reroof or Reside Residential,,SFR / Remove existing asphalt shingles. Install ice and water shield membrane to eaves and valleys. Stall synthetic felt to remaining roof surfaces. Install new edge metal. Install new architectural shingles / INSTALL PER IRC & LISTING / 8:12 / 2 STORY / VB/R-3,TAYLOR ROOFING AND CONSTRUCTION,13000.0,0.0,,,103 LIVINGSTON AVE,,13000.0,0.0,Residential,Addition/Remodel,0,08 Data Dump,2024-08-01,August,08,2024,2025
02 - Remodel Residential,2024-MSS-RES-00740,,BRRRS - Reroof or Reside Residential,,"SFR / Re-roof, Synthetic underlayment, shingle roof. removal of old shingles. / INSTALL PER IRC & LISTING / 6:12 / 2 STORY / VB/R-3",CITY CRAFTSMEN WEST,12750.0,0.0,,,2951 GRASSLAND DR,,12750.0,0.0,Residential,Addition/Remodel,0,08 Data Dump,2024-08-01,August,08,2024,2025
02 - Remodel Residential,2024-MSS-RES-00741,,BRRRS - Reroof or Reside Residential,,"SFR / Remove existing roofing install new drip edge ice and water on eaves new starter course felt, new shingles ridge vent and ridge cap. OC Duration shingles / INSTALL PER IRC & LISTING / 4:12 / SINGLE STORY / VB/R-3",A & B ROOFING CO,24000.0,0.0,,,321 N CURTIS ST,,24000.0,0.0,Residential,Addition/Remodel,0,08 Data Dump,2024-08-01,August,08,2024,2025
02 - Remodel Residential,2024-MSS-RES-00742,,BRRRS - Reroof or Reside Residential,,SFR / Remove shingles install new drip edge ice and water on eaves new starter course felt new shingles ridge vent and ridge cap. OC Duration shingles / INSTALL PER IRC & LISTING / 4:12 / SINGLE STORY / VB/R-3,A & B ROOFING CO,21000.0,0.0,,,1848 35TH ST,,21000.0,0.0,Residential,Addition/Remodel,0,08 Data Dump,2024-08-01,August,08,2024,2025
02 - Remodel Residential,2024-MSS-RES-00744,,BRRRS - Reroof or Reside Residential,,"2021 CODES/SFR/REROOF/Remove & Replace 30# felt, replace w/ a 30-year Malarkey Shingle, Malarkey #1030 Synthetic underlayment, Malarkey Artic ice & Water shield./PER IRC & LISTING/TWO STORY/7:12/VB/R-3",RHINO ROOFING,6500.0,0.0,,,4991 KENDRICK PL,,6500.0,0.0,Residential,Addition/Remodel,0,08 Data Dump,2024-08-01,August,08,2024,2025
02 - Remodel Residential,2024-MSS-RES-00745,,BRRRS - Reroof or Reside Residential,,"2021 CODES/SFR/REROOF/Remove & Replace 30# felt, replace w/ a 40-year Malarkey Shingle, Malarkey #1030 Synthetic underlayment, Malarkey Artic ice & Water shield./PER IRC & LISTING/SINGLE STORY/5:12/VB/R-3",RHINO ROOFING,20000.0,0.0,,,6712 KELSEY CT,,20000.0,0.0,Residential,Addition/Remodel,0,08 Data Dump,2024-08-01,August,08,2024,2025
02 - Remodel Residential,2024-MSS-RES-00746,,BRRRS - Reroof or Reside Residential,,"2021 CODES/SFR/REROOF/Remove & Replace 30# felt, replace w/ a 50-year Malarkey Shingle, Malarkey #1030 Synthetic underlayment, Malarkey Artic ice & Water shield./PER IRC & LISTING/2 STORY/7:12/VB/R-3/U",RHINO ROOFING,15500.0,0.0,,,2863 MARY JANE BLVD,,15500.0,0.0,Residential,Addition/Remodel,0,08 Data Dump,2024-08-01,August,08,2024,2025
02 - Remodel Residential,2024-MSS-RES-00748,,BRRRS - Reroof or Reside Residential,,"2021 CODES/SFR/REROOF/Remove existing roofing / Install Ice and water shield along all eves and valleys / Install UDL 30 synthetic underlayment to rest of structure / Install New Malarkey Vista shingles, drip edge, pipe boots and ridge vents/PER IRC & LISTING/TWO STORY/8:12/VB/R-3",SCHROCK COMMERCIAL ROOFING INC,24806.35,0.0,,,212 EVANS AVE,,24806.35,0.0,Residential,Addition/Remodel,0,08 Data Dump,2024-08-01,August,08,2024,2025
02 - Remodel Residential,2024-MSS-RES-00750,,BRRRS - Reroof or Reside Residential,,SFR / Removing & replacing 30 squares shingles only; synthetic underlayment; i+w shield; Owens Corning Duration shingles / INSTALL PER IRC & LISTING / 5:12 / SINGLE STORY / VB/R-3,"INFINITY ROOFING & SIDING, LLC",18055.36,0.0,,,6004 AVON LN,,18055.36,0.0,Residential,Addition/Remodel,0,08 Data Dump,2024-08-01,August,08,2024,2025
02 - Remodel Residential,2024-MSS-RES-00753,,BRRRS - Reroof or Reside Residential,,"2021 CODES/SFR/REROOF/Removing Shingles, applying Fire and Ice underlayment, and installing 26 gauge black metal roof/PER IRC & LISTING/OBSERVE LOW SLOPE REQUIREMENTS/TWO STORY/2:12/VB/R-3",OWNER,15000.0,0.0,,,207 S EASY ST,,15000.0,0.0,Residential,Addition/Remodel,0,08 Data Dump,2024-08-01,August,08,2024,2025
02 - Remodel Residential,2024-MSS-RES-00755,,BRRRS - Reroof or Reside Residential,,"2021 CODES/SFR/Reroof due to storm damage. No sheeting replacement. Replace shingles with Malarkey Highlander shingle. Replace underlayment with Malarkey ice and water, Malarkey synthetic felt. Replace drip edge./PER IRC AND LISTING/TWO STORY/8:12/VB/R-3",LOLO PEAK ROOFING LLC,15000.0,0.0,,,2408 ARCADIA DR,,15000.0,0.0,Residential,Addition/Remodel,0,08 Data Dump,2024-08-01,August,08,2024,2025
02 - Remodel Residential,2024-MSS-RES-00756,,BRRRS - Reroof or Reside Residential,,"2021 CODES/SFR/Reroof. Replace shingles with Malarkey Highlander shingle. Replace underlayment with Malarkey ice and water, Malarkey synthetic felt. Replace drip edge/6/12 pitch. 2800 sqft/PER IRC & LISTING/SINGLE STORY/6:12/VB/R-3",LOLO PEAK ROOFING LLC,13000.0,0.0,,,2406 ARCADIA DR,,13000.0,0.0,Residential,Addition/Remodel,0,08 Data Dump,2024-08-01,August,08,2024,2025
02 - Remodel Residential,2024-MSS-RES-00757,,BRRRS - Reroof or Reside Residential,,"2021 CODES/SFR/REROOF/Remove existing roofing material, install d style drip edge on eaves and gables, install ice and water on eaves and in valleys, install synthetic underlayment with plastic cap fasteners, install 30 year architectural shingles, install associated sheetmetal flashing sealants etc, install ridge vent and cap, remove debris/PER IRC & LISTING/SINGLE STORY/4:12/VB/R-3",MILLER ROOFING INC,16960.0,0.0,,,2617 OLD QUARRY RD,,16960.0,0.0,Residential,Addition/Remodel,0,08 Data Dump,2024-08-01,August,08,2024,2025
02 - Remodel Residential,2024-MSS-RES-00759,,BRRRS - Reroof or Reside Residential,,"2021 CODES/SFR/Re-roofing 27 squares like to like repair due to wind storm damage & re-decking; synthetic underlayment, i+w water shield, Owens Corning Duration/PER IRC & LISTING/OBSERVE LOW SLOPE RQRMTS/SINGLE STORY/3:12/VB/R-3","INFINITY ROOFING & SIDING, LLC",12281.93,0.0,,,641 W ARTEMOS DR,,12281.93,0.0,Residential,Addition/Remodel,0,08 Data Dump,2024-08-01,August,08,2024,2025
02 - Remodel Residential,2024-MSS-RES-00760,,BRRRS - Reroof or Reside Residential,,"2021 CODES/SFR/REROOF/Remove & Replace 30# felt, replace w/ a 30-year Malarkey Shingle, Malarkey #1030 Synthetic underlayment, Malarkey Artic ice & Water shield./PER IRC & LISTING/SINGLE STORY/4:12/VB/R-3",RHINO ROOFING,7000.0,0.0,,,2019 S 13TH ST W,,7000.0,0.0,Residential,Addition/Remodel,0,08 Data Dump,2024-08-01,August,08,2024,2025
