Category,Record Number,Commercial Subtype,Residential Subtype,ADU/TED on Permit?,Work Description,Business Name,Project Cost,Job Cost Valuation,Current Valuation - Commercial,Current Valuation - Residential,Address,ADU or TED on Address?,Total Construction Valuation,Current Market Valuation,Property Type,Project Type,Units,Data Dump,Date,Month,Month Number,Calendar Year,Fiscal Year
01 - Remodel Commercial,2022-MSS-COM-00122,BAARC -  Add/Alter/Remodel Commercial,,,COM / TI / Suite #300 has previously been combined 6 office spaces into one Suite (eliminating the original hallway). Owner is restoring the original 6 offices and hallway back to the original. Revising another office by constructing a wall for a fire escape exit. All construction to be restored to original design./VB/B,B & B CONSTRUCTION LLC,60000.0,0.0,,,101 E BROADWAY  STE 305,,60000.0,0.0,Commercial,Addition/Remodel,0,08 Data Dump,2022-08-01,August,08,2022,2023
01 - Remodel Commercial,2022-MSS-COM-00122,BAARC -  Add/Alter/Remodel Commercial,,,COM / TI / Suite #300 has previously been combined 6 office spaces into one Suite (eliminating the original hallway). Owner is restoring the original 6 offices and hallway back to the original. Revising another office by constructing a wall for a fire escape exit. All construction to be restored to original design./VB/B,B & B CONSTRUCTION LLC,60000.0,0.0,,,101 E BROADWAY  STE 306,,60000.0,0.0,Commercial,Addition/Remodel,0,08 Data Dump,2022-08-01,August,08,2022,2023
01 - Remodel Commercial,2022-MSS-COM-00126,BAARC -  Add/Alter/Remodel Commercial,,,"STATE CRIME LAB/Remodel of Breath/Alcohol Lab - Enlarge existing office, add door opening to adjacent room, add wall dividing Latent Prints Lab./VB/B",LANGLAS & ASSOCIATES INC,55107.0,0.0,,,2679 PALMER ST,,55107.0,0.0,Commercial,Addition/Remodel,0,08 Data Dump,2022-08-01,August,08,2022,2023
01 - Remodel Commercial,2022-MSS-COM-00127,BAARC -  Add/Alter/Remodel Commercial,,,DIVERSIFIED PLASTICS/FOUNDATION OF ADDITION ONLY-SP INSP REQUIRED AND Remodel to Entry /VB/I-1/B,EDGELL BUILDING AND DEVELOPMENT INC,320000.0,0.0,,,3721 GRANT CREEK RD,,320000.0,0.0,Commercial,Addition/Remodel,0,08 Data Dump,2022-08-01,August,08,2022,2023
01 - Remodel Commercial,2022-MSS-COM-00131,BAARC -  Add/Alter/Remodel Commercial,,,UM CONTINUING ED/JAMES E TODD BLDG 301 & 305/Adding 2 walls to close off existing open office space in existing building.  new Door and window wall in one office.   reconfigure Hvac register & existing lighting./VB/B,REYNOLDS CONSTRUCTION CO INC,30386.0,0.0,,,25 CAMPUS DR,,30386.0,0.0,Commercial,Addition/Remodel,0,08 Data Dump,2022-08-01,August,08,2022,2023
01 - Remodel Commercial,2022-MSS-COM-00132,BAARC -  Add/Alter/Remodel Commercial,,,"THE DEN/INTERIOR TENANT IMPROVEMENT: 3500 SF RETAIL FOOD STORE, 2500 SF EATING ESTABLISHMENT, WITH EXTERIOR PATIO IMPROVEMENTS/VB/A-2/M",JACKSON CONTRACTOR GROUP INC,1505667.0,0.0,,,6995 LINDA VISTA BLVD   STE 110,,1505667.0,0.0,Commercial,Addition/Remodel,0,08 Data Dump,2022-08-01,August,08,2022,2023
01 - Remodel Commercial,2022-MSS-COM-00132,BAARC -  Add/Alter/Remodel Commercial,,,"THE DEN/INTERIOR TENANT IMPROVEMENT: 3500 SF RETAIL FOOD STORE, 2500 SF EATING ESTABLISHMENT, WITH EXTERIOR PATIO IMPROVEMENTS/VB/A-2/M",JACKSON CONTRACTOR GROUP INC,1505667.0,0.0,,,6995 LINDA VISTA BLVD  STE 105,,1505667.0,0.0,Commercial,Addition/Remodel,0,08 Data Dump,2022-08-01,August,08,2022,2023
01 - Remodel Commercial,2022-MSS-COM-00142,BCRRS -  Reroof/Reside Commercial,,,RIVERROCK CRESTVIEW APTS / Remove existing roofing to bare decking / install new edge metal / install new underlayment including ice & water barrier on all eaves and valleys / and synthetic paper elsewhere / install new limited lifetime architectural shingles / install new pipe boots / install new ridge vent and cap / INSTALL PER IBC AND LISTING / 8:12 / VB / R-2,DERRICK G SMITH ROOFING LLC,68200.0,0.0,,,1230 OTIS ST,,68200.0,0.0,Commercial,Addition/Remodel,0,08 Data Dump,2022-08-01,August,08,2022,2023
01 - Remodel Commercial,2022-MSS-COM-00144,BAARC -  Add/Alter/Remodel Commercial,,,WESTERN MONTANA MENTAL HEALTH CENTER/interior remodel/VB/B,YBI RESTORATION,102000.0,0.0,,,1325 WYOMING ST,,102000.0,0.0,Commercial,Addition/Remodel,0,08 Data Dump,2022-08-01,August,08,2022,2023
01 - Remodel Commercial,2022-MSS-COM-00153,BAARC -  Add/Alter/Remodel Commercial,,,"COM BLDG/VB/B/Roofing work, minor structural framing, and HVAC repairs/VB/B",FIVE VALLEYS RESTORATION AND CLEANING LLC,10000.0,0.0,,,2010 SOUTH AVE W,,10000.0,0.0,Commercial,Addition/Remodel,0,08 Data Dump,2022-08-01,August,08,2022,2023
01 - Remodel Commercial,2022-MSS-COM-00158,BAARC -  Add/Alter/Remodel Commercial,,,TRIED AND TRUE TINT/Change of Use Only.  Shell Permit to B-Occupancy Group.  No proposed changes or construction./VB/B/S-1,OWNER,1.0,0.0,,,5700-B EXPRESSWAY,,1.0,0.0,Commercial,Addition/Remodel,0,08 Data Dump,2022-08-01,August,08,2022,2023
01 - Remodel Commercial,2022-MSS-COM-00160,BAARC -  Add/Alter/Remodel Commercial,,,VERIZON/REMODEL OF TI/VB/M,SCHEINER COMMERCIAL GROUP INC,55036.0,0.0,,,2901 BROOKS ST - MALL STORES,,55036.0,0.0,Commercial,Addition/Remodel,0,08 Data Dump,2022-08-01,August,08,2022,2023
01 - Remodel Commercial,2022-MSS-COM-00166,BAARC -  Add/Alter/Remodel Commercial,,,ALPINE VET/ENCLOSE PORCH/VB/B,DEXTER CONSULTING,35000.0,0.0,,,500 S 05TH ST W,,35000.0,0.0,Commercial,Addition/Remodel,0,08 Data Dump,2022-08-01,August,08,2022,2023
01 - Remodel Commercial,2022-MSS-COM-00177,BAARC -  Add/Alter/Remodel Commercial,,,HELLGATE HIGH SCHOOL WELDING/Pour concrete equipment pad/ sawcut holes for ductwork/VB/E,SAPPHIRE MECHANICAL LLC,5400.0,0.0,,,925 GERALD AVE,,5400.0,0.0,Commercial,Addition/Remodel,0,08 Data Dump,2022-08-01,August,08,2022,2023
01 - Remodel Commercial,2022-MSS-COM-00183,BAARC -  Add/Alter/Remodel Commercial,,,ZIP BEVERAGE/replace burned materials   Like for Like/VB/B,MIKE MCVICKER CONSTRUCTION,200000.0,0.0,,,1301 SCOTT ST,,200000.0,0.0,Commercial,Addition/Remodel,0,08 Data Dump,2022-08-01,August,08,2022,2023
01 - Remodel Commercial,2022-MSS-COM-00200,BAARC -  Add/Alter/Remodel Commercial,,,"COM BLDG UNITS O, P & F/Replace like for like damaged water damaged drywall 1st and 2nd floor halls, unit O, P, small patch in F./VB/B",DAYSPRING RESTORATION INC,11800.0,0.0,,,2820 GREAT NORTHERN LP,,11800.0,0.0,Commercial,Addition/Remodel,0,08 Data Dump,2022-08-01,August,08,2022,2023
01 - Remodel Commercial,2022-MSS-COM-00201,BCRRS -  Reroof/Reside Commercial,,,"COM BLDG / Remove & Replace 30# Felt / replace with 30-Year, Malarkey Shingle / Malarkey #1030 Synthetic underlayment / Malarkey Artic ice & Water Shield / INSTALL PER IBC AND LISTING / 9:12 / VB / R-3",RHINO ROOFING,27000.0,0.0,,,416 E PINE ST,,27000.0,0.0,Commercial,Addition/Remodel,0,08 Data Dump,2022-08-01,August,08,2022,2023
01 - Remodel Commercial,2022-MSS-COM-00202,BCRRS -  Reroof/Reside Commercial,,,"CATS ON BROADWAY / Remove & Replace 30# Felt / replace with 30-Year, Malarkey Shingle / Malarkey #1030 Synthetic underlayment / Malarkey Artic ice & Water Shield / INSTALL PER IBC AND LISTING / 5:12 / VB / R-3",RHINO ROOFING,14000.0,0.0,,,1450 W BROADWAY,,14000.0,0.0,Commercial,Addition/Remodel,0,08 Data Dump,2022-08-01,August,08,2022,2023
01 - Remodel Commercial,2022-MSS-COM-00205,BAARC -  Add/Alter/Remodel Commercial,,,FRANKLIN SCHOOL RM 234/235/Infill wall dividing classroom 234/235.  Steel studs and sheetrock only./VB/E,OWNER,600.0,0.0,,,1910 S 11TH ST W,,600.0,0.0,Commercial,Addition/Remodel,0,08 Data Dump,2022-08-01,August,08,2022,2023
01 - Remodel Commercial,2022-MSS-COM-00210,BCRRS -  Reroof/Reside Commercial,,,BIG BEAR SIGN CO / Reroof office building / REMOVE EXISTING ROOFING / SYNTHETIC UNERLAYMENT / INSTALL ICE AND WATER SHIELD / METAL COVERING / INSTALL PER IBC AND LISTING / 5:12 / VB/ B,SIX POINT CONSTRUCTION INC,3500.0,0.0,,,1315 CLARK FORK LN,,3500.0,0.0,Commercial,Addition/Remodel,0,08 Data Dump,2022-08-01,August,08,2022,2023
01 - Remodel Commercial,2022-MSS-COM-00216,BCRRS -  Reroof/Reside Commercial,,,COM / REMOVE EXISTING ROOFING / ICE AND WATER SHIELD / SYNTHETIC UNERLAYMENT / SHINGLES / INSTALL PER IBC AND LISTING / 8:12 & 10:12 / VB / B,R AND R ROOFING SPECIALTIES,44099.0,0.0,,,102 BEN HOGAN DR,,44099.0,0.0,Commercial,Addition/Remodel,0,08 Data Dump,2022-08-01,August,08,2022,2023
01 - Remodel Commercial,2022-MSS-COM-00217,BCRRS -  Reroof/Reside Commercial,,,COM / REMOVE EXISTING ROOFING / ICE AND WATER SHIELD / SYNTHETIC UNDERLAYMENT / SHINGLES / INSTALL PER IBC AND LISTING / 5:12 / VB / B,INDEPENDENT ROOFING LLC,33000.0,0.0,,,3309 W BROADWAY,,33000.0,0.0,Commercial,Addition/Remodel,0,08 Data Dump,2022-08-01,August,08,2022,2023
01 - Remodel Commercial,2022-MSS-COM-00224,BCRRS -  Reroof/Reside Commercial,,,"9 PLEX / Remove and proper disposal of roofing material / Provide and Apply ice and water membrane per code / Provide and Apply, synthetic underlayment in succeeding courses / Provide and Apply Architectural Shingle System; High Wind Application / Provide and Apply ridge vent and hip/ridge shingle / Provide and apply all related accessories require to complete roofing scope of work / INSTALL PER IBC AND LISTING / 4:12 / VB / R-2",INDEPENDENT ROOFING LLC,14400.0,0.0,,,304 S 03RD ST W,,14400.0,0.0,Commercial,Addition/Remodel,0,08 Data Dump,2022-08-01,August,08,2022,2023
03 - New Single Family Residential,2022-MSS-RES-00021,,BNSFR - New Single Family Residence,,NSFR/ATT GARAGE//VB/R-3,MCELMURRY HOMES INC,,162294.98,,513992.08,4456 CHRISTIAN DR,SFR-DET,162294.98,351697.1,Single Dwelling Detached,New Construction,1,08 Data Dump,2022-08-01,August,08,2022,2023
02 - Remodel Residential,2022-MSS-RES-00041,,BAARR -  Add/Alter/Remodel Residential,,DUPLEX/ADDITION/REMODEL/VB/R-2,HOYT HOMES INC,89985.0,0.0,,,541 BROOKS ST,,89985.0,0.0,Residential,Addition/Remodel,0,08 Data Dump,2022-08-01,August,08,2022,2023
03 - New Single Family Residential,2022-MSS-RES-00124,,BNSFT - New Single Family Townhouse,TED,NSFR/ATT GARAGE/ VB / R-3,BATEMAN BUILDING COMPANY,,43260.3,,151372.1,2704 SYCAMORE ST,TED SF,43260.3,108111.8,TED Single Dwelling,New Construction,1,08 Data Dump,2022-08-01,August,08,2022,2023
03 - New Single Family Residential,2022-MSS-RES-00154,,BNSFT - New Single Family Townhouse,TED,NEW TOWNHOME/ATT GARAGE/VB/R-3,EBC DEVELOPMENT LLC,,58345.2,,186533.9,951 KEMP ST,TED SF,58345.2,128188.7,TED Single Dwelling,New Construction,1,08 Data Dump,2022-08-01,August,08,2022,2023
03 - New Single Family Residential,2022-MSS-RES-00155,,BNSFT - New Single Family Townhouse,TED,NEW TOWNHOME/ATT GARAGE/VB/R-3,EBC DEVELOPMENT LLC,,58345.2,,186533.9,955 KEMP ST,TED SF,58345.2,128188.7,TED Single Dwelling,New Construction,1,08 Data Dump,2022-08-01,August,08,2022,2023
03 - New Single Family Residential,2022-MSS-RES-00156,,BNSFT - New Single Family Townhouse,TED,NEW TOWNHOME/ATT GARAGE/VB/R-3,EBC DEVELOPMENT LLC,,58345.2,,186533.9,959 KEMP ST,TED SF,58345.2,128188.7,TED Single Dwelling,New Construction,1,08 Data Dump,2022-08-01,August,08,2022,2023
03 - New Single Family Residential,2022-MSS-RES-00157,,BNSFT - New Single Family Townhouse,TED,NEW TOWNHOME/ATT GARAGE/VB/R-3,EBC DEVELOPMENT LLC,,58345.2,,186533.9,963 KEMP ST,TED SF,58345.2,128188.7,TED Single Dwelling,New Construction,1,08 Data Dump,2022-08-01,August,08,2022,2023
03 - New Single Family Residential,2022-MSS-RES-00158,,BNSFT - New Single Family Townhouse,TED,NEW TOWNHOME/ATT GARAGE/VB/R-3,EBC DEVELOPMENT LLC,,58345.2,,186533.9,967 KEMP ST,TED SF,58345.2,128188.7,TED Single Dwelling,New Construction,1,08 Data Dump,2022-08-01,August,08,2022,2023
03 - New Single Family Residential,2022-MSS-RES-00159,,BNSFT - New Single Family Townhouse,TED,NEW TOWNHOME/ATT GARAGE/VB/R-3,SILVERFERN,,58345.2,,186533.9,983 KEMP ST,TED SF,58345.2,128188.7,TED Single Dwelling,New Construction,1,08 Data Dump,2022-08-01,August,08,2022,2023
03 - New Single Family Residential,2022-MSS-RES-00160,,BNSFT - New Single Family Townhouse,TED,NEW TOWNHOME/ATT GARAGE/VB/R-3,SILVERFERN,,58345.2,,186533.9,987 KEMP ST,TED SF,58345.2,128188.7,TED Single Dwelling,New Construction,1,08 Data Dump,2022-08-01,August,08,2022,2023
03 - New Single Family Residential,2022-MSS-RES-00161,,BNSFT - New Single Family Townhouse,TED,NEW TOWNHOME/ATT GARAGE/VB/R-3,SILVERFERN,,58345.2,,186533.9,991 KEMP ST,TED SF,58345.2,128188.7,TED Single Dwelling,New Construction,1,08 Data Dump,2022-08-01,August,08,2022,2023
03 - New Single Family Residential,2022-MSS-RES-00162,,BNSFT - New Single Family Townhouse,TED,NEW TOWNHOME/ATT GARAGE/VB/R-3,SILVERFERN,,58345.2,,186533.9,995 KEMP ST,TED SF,58345.2,128188.7,TED Single Dwelling,New Construction,1,08 Data Dump,2022-08-01,August,08,2022,2023
03 - New Single Family Residential,2022-MSS-RES-00163,,BNSFT - New Single Family Townhouse,TED,NEW TOWNHOME/ATT GARAGE/VB/R-3,SILVERFERN,,58345.2,,186533.9,999 KEMP ST,TED SF,58345.2,128188.7,TED Single Dwelling,New Construction,1,08 Data Dump,2022-08-01,August,08,2022,2023
06 - New Miscellaneous,2022-MSS-RES-00186,,BNRDG - New Detached Garage/Carport,,DET GARAGE / new garage / replacing existing garage/VB/U,OWNER,,13299.0,,47135.4,1118 JACKSON ST,,13299.0,33836.4,"Misc. (Garage, Shed, etc.)",New Construction,0,08 Data Dump,2022-08-01,August,08,2022,2023
02 - Remodel Residential,2022-MSS-RES-00228,,BAARR -  Add/Alter/Remodel Residential,,SFR/Construction of new walk out basement on the northwest corner of the house/VB/R-3,GREENLINE CONSTRUCTION,9000.0,0.0,,,1717 34TH ST,,9000.0,0.0,Residential,Addition/Remodel,0,08 Data Dump,2022-08-01,August,08,2022,2023
03 - New Single Family Residential,2022-MSS-RES-00229,,BNSFR - New Single Family Residence,,NSFR/VB/R-3,EDGELL BUILDING AND DEVELOPMENT INC,,113563.52,,358631.11,5665 CATTLE DR,SFR-DET,113563.52,245067.58999999997,Single Dwelling Detached,New Construction,1,08 Data Dump,2022-08-01,August,08,2022,2023
06 - New Miscellaneous,2022-MSS-RES-00230,,BNRDG - New Detached Garage/Carport,,NEW DET GARAGE/VB/U,EDGELL BUILDING AND DEVELOPMENT INC,,14015.1,,49673.46,5665 CATTLE DR,SFR-DET,14015.1,35658.36,"Misc. (Garage, Shed, etc.)",New Construction,0,08 Data Dump,2022-08-01,August,08,2022,2023
03 - New Single Family Residential,2022-MSS-RES-00240,,BNSFR - New Single Family Residence,,NSFR/ATT GARAGE/VB/R-3/U,LM COX INC,,125172.38,,391356.78,525 DALY AVE,SFR-DET,125172.38,266184.4,Single Dwelling Detached,New Construction,1,08 Data Dump,2022-08-01,August,08,2022,2023
03 - New Single Family Residential,2022-MSS-RES-00241,,BNSFR - New Single Family Residence,ADU,NEW ADU/ATT GARAGE & CARPORTS/VB/R-3/U,LM COX INC,,41377.85,,128007.59,527 DALY AVE,ADU,41377.85,86629.73999999999,ADU,New Construction,0,08 Data Dump,2022-08-01,August,08,2022,2023
03 - New Single Family Residential,2022-MSS-RES-00253,,BNSFR - New Single Family Residence,,NSFR/ATT GARAGE/VB/R-3,EDGELL BUILDING AND DEVELOPMENT INC,,136939.67,,439225.54,5518 HORN RD,SFR-DET,136939.67,302285.87,Single Dwelling Detached,New Construction,1,08 Data Dump,2022-08-01,August,08,2022,2023
02 - Remodel Residential,2022-MSS-RES-00263,,BAARR -  Add/Alter/Remodel Residential,,ADU/CONVERT DET GARAGE TO ADU/VB/R-3,ANDERSON CLEANING PAINTING AND MAINTENANCE,100000.0,0.0,,,1850 SCOTT ST,ADU,100000.0,0.0,ADU,New Construction,0,08 Data Dump,2022-08-01,August,08,2022,2023
03 - New Single Family Residential,2022-MSS-RES-00267,,BNSFT - New Single Family Townhouse,,NEW TOWNHOME/ATT GARAGE/VB/R-3,KINGS ELECTRIC AND CONTRACTING LLC,,88716.2,,284278.6,5325-A REMINGTON DR,SFR-ATT,88716.2,195562.39999999997,Single Dwelling Attached,New Construction,1,08 Data Dump,2022-08-01,August,08,2022,2023
03 - New Single Family Residential,2022-MSS-RES-00268,,BNSFT - New Single Family Townhouse,,NSF TOWNHOME/ATT GARAGE/VB/R-3,KINGS ELECTRIC AND CONTRACTING LLC,,88716.2,,284278.6,5325-B REMINGTON DR,SFR-ATT,88716.2,195562.39999999997,Single Dwelling Attached,New Construction,1,08 Data Dump,2022-08-01,August,08,2022,2023
02 - Remodel Residential,2022-MSS-RES-00277,,BAARR -  Add/Alter/Remodel Residential,,DUPLEX (FORMERLY SFR) / REMODEL /VB/R-2,OWNER,60000.0,0.0,,,311-A/B W SPRUCE ST,Duplex,60000.0,0.0,Residential,Addition/Remodel,0,08 Data Dump,2022-08-01,August,08,2022,2023
03 - New Single Family Residential,2022-MSS-RES-00279,,BNSFR - New Single Family Residence,,NSFR /ATT GARAGE/VB/R-3,BRAD PIERSMA BUILDER INCE,,127509.02,,391683.88,7034 MAX DR,SFR-DET,127509.02,264174.86,Single Dwelling Detached,New Construction,1,08 Data Dump,2022-08-01,August,08,2022,2023
02 - Remodel Residential,2022-MSS-RES-00283,,BAARR -  Add/Alter/Remodel Residential,,"SFR / BEDROOM, BATHROOM, KITCHEN, MECHANICAL, APPROXIMATELY 774 SQ FT ADDITION ON EXISTING STRUCTURE./VB/R-3",BEYOND BUILDING LLC,200000.0,38135.9,,,2521 RATTLESNAKE DR,,238135.9,0.0,Residential,Addition/Remodel,0,08 Data Dump,2022-08-01,August,08,2022,2023
02 - Remodel Residential,2022-MSS-RES-00289,,BAARR -  Add/Alter/Remodel Residential,,SFR/ADDITION/REMODEL/VB/R-3/U,ECHELON CONSTRUCTION,400000.0,19380.26,,59567.82,1403 STANLEY ST,,419380.26,-359812.44,Residential,Addition/Remodel,0,08 Data Dump,2022-08-01,August,08,2022,2023
03 - New Single Family Residential,2022-MSS-RES-00294,,BNSFR - New Single Family Residence,,NSFR/ATT GARAGE/VB/R-3/U,HOYT HOMES INC,,92430.67,,293082.84,324 CROSBY ST,SFR-DET,92430.67,200652.17000000004,Single Dwelling Detached,New Construction,1,08 Data Dump,2022-08-01,August,08,2022,2023
03 - New Single Family Residential,2022-MSS-RES-00312,,BNSFR - New Single Family Residence,,NSFR/ATT GARAGE/VB/R-3/U,MTV CONSTRUCTION LLC,,146984.63,,475705.91,7097 GUINEVERE DR,SFR-DET,146984.63,328721.27999999997,Single Dwelling Detached,New Construction,1,08 Data Dump,2022-08-01,August,08,2022,2023
03 - New Single Family Residential,2022-MSS-RES-00320,,BNSFR - New Single Family Residence,,NSFR/VB/R-3,OSELLAME CONSTRUCTION COMPNAY,,69929.53,,223855.23,2511 CHUCK WAGON DR,SFR-DET,69929.53,153925.7,Single Dwelling Detached,New Construction,1,08 Data Dump,2022-08-01,August,08,2022,2023
03 - New Single Family Residential,2022-MSS-RES-00321,,BNSFR - New Single Family Residence,,NSFR/VB/R-3,PARKER CONSTRUCTION,,86594.99,,276516.43,5526 CATTLE DR,SFR-DET,86594.99,189921.44,Single Dwelling Detached,New Construction,1,08 Data Dump,2022-08-01,August,08,2022,2023
06 - New Miscellaneous,2022-MSS-RES-00327,,BNRDG - New Detached Garage/Carport,,NEW DET GARAGE/VB/U,OSELLAME CONSTRUCTION COMPNAY,,9820.8,,34807.68,2511 CHUCK WAGON DR,SFR-DET,9820.8,24986.88,"Misc. (Garage, Shed, etc.)",New Construction,0,08 Data Dump,2022-08-01,August,08,2022,2023
03 - New Single Family Residential,2022-MSS-RES-00341,,BNSFR - New Single Family Residence,,NSFR/VB/R-3,STRATFORD INC,,70979.49,,222290.7,2534 CHUCK WAGON DR,SFR-DET,70979.49,151311.21000000002,Single Dwelling Detached,New Construction,1,08 Data Dump,2022-08-01,August,08,2022,2023
03 - New Single Family Residential,2022-MSS-RES-00342,,BNSFT - New Single Family Townhouse,,NEW TOWNHOUSE/ATT GARAGE/VB/R-3/U,LM COX INC,,110981.2,,354099.18,5309-A REMINGTON DR,SFR-ATT,110981.2,243117.97999999998,Single Dwelling Attached,New Construction,1,08 Data Dump,2022-08-01,August,08,2022,2023
03 - New Single Family Residential,2022-MSS-RES-00343,,BNSFT - New Single Family Townhouse,,NEW TOWNHOUSE/ATT GARAGE/VB/R-3/U,LM COX INC,,91623.8,,293420.34,5309-B REMINGTON DR,SFR-ATT,91623.8,201796.54000000004,Single Dwelling Attached,New Construction,1,08 Data Dump,2022-08-01,August,08,2022,2023
03 - New Single Family Residential,2022-MSS-RES-00344,,BNSFT - New Single Family Townhouse,,NEW TOWNHOME/ATT GARAGE/VB/R-3/U,LM COX INC,,103792.65,,331424.66,5309-C REMINGTON DR,SFR-ATT,103792.65,227632.00999999998,Single Dwelling Attached,New Construction,1,08 Data Dump,2022-08-01,August,08,2022,2023
02 - Remodel Residential,2022-MSS-RES-00349,,BAARR -  Add/Alter/Remodel Residential,,SFR/BASEMENT FINISH/EGRESS WINDOW/VB/R-3,OWNER,60000.0,0.0,,,13 VIRGINIA DR,,60000.0,0.0,Residential,Addition/Remodel,0,08 Data Dump,2022-08-01,August,08,2022,2023
06 - New Miscellaneous,2022-MSS-RES-00356,,BNRDG - New Detached Garage/Carport,,NEW DET GARAGE/VB/U,PARKER CONSTRUCTION,,8252.2,,28984.14,5526 CATTLE DR,SFR-DET,8252.2,20731.94,"Misc. (Garage, Shed, etc.)",New Construction,0,08 Data Dump,2022-08-01,August,08,2022,2023
06 - New Miscellaneous,2022-MSS-RES-00358,,BNRDG - New Detached Garage/Carport,,NEW DET GARAGE/VB/U,STRATFORD INC,,6871.15,,24131.64,2534 CHUCK WAGON DR,SFR-DET,6871.15,17260.489999999998,"Misc. (Garage, Shed, etc.)",New Construction,0,08 Data Dump,2022-08-01,August,08,2022,2023
03 - New Single Family Residential,2022-MSS-RES-00400,,BNSFR - New Single Family Residence,,NSFR/ATT GARAGE//VB/R-3/U,OWNER,,165003.45,,533818.99,5542 HORN RD,SFR-DET,165003.45,368815.54,Single Dwelling Detached,New Construction,1,08 Data Dump,2022-08-01,August,08,2022,2023
02 - Remodel Residential,2022-MSS-RES-00408,,BAARR -  Add/Alter/Remodel Residential,,SFR/replace the old deck with Trex decking enlarge the deck to 10x9.5/VB/R-3,406 MAINTENANCE AND REMODELING LLC,6000.0,0.0,,,6011 SUNVIEW DR,,6000.0,0.0,Residential,Addition/Remodel,0,08 Data Dump,2022-08-01,August,08,2022,2023
02 - Remodel Residential,2022-MSS-RES-00420,,BAARR -  Add/Alter/Remodel Residential,,SFR/Remove and Replace Deck with new larger deck/VB/R-3,JARED LANGLEY ENTERPRISES INC,60000.0,0.0,,,5903 LONGVIEW DR,,60000.0,0.0,Residential,Addition/Remodel,0,08 Data Dump,2022-08-01,August,08,2022,2023
06 - New Miscellaneous,2022-MSS-RES-00422,,BNRDA - New Detached Accessory Building,,NEW STORAGE SHED/simple storage shed 16 x 24 on vacant 22 x 28 garage slab/VB/U,TUFF SHED INC,17837.1,0.0,,,5315 MAINVIEW DR,,17837.1,0.0,"Misc. (Garage, Shed, etc.)",New Construction,0,08 Data Dump,2022-08-01,August,08,2022,2023
02 - Remodel Residential,2022-MSS-RES-00473,,BAARR -  Add/Alter/Remodel Residential,,SFR/Remodel/kitchen + bathroom addition/VB/R-3/U,JARED LANGLEY ENTERPRISES INC,275000.0,0.0,,,2340 AGNES AVE,,275000.0,0.0,Residential,Addition/Remodel,0,08 Data Dump,2022-08-01,August,08,2022,2023
03 - New Single Family Residential,2022-MSS-RES-00496,,BNSFR - New Single Family Residence,,NSFR/VB/R-3,O AND O BUILDERS LLC,,69929.53,,223852.58,2527 CHUCK WAGON RD,SFR-DET,69929.53,153923.05,Single Dwelling Detached,New Construction,1,08 Data Dump,2022-08-01,August,08,2022,2023
06 - New Miscellaneous,2022-MSS-RES-00497,,BNRDG - New Detached Garage/Carport,,NEW DET GARAGE/VB/U,O AND O BUILDERS LLC,,5914.89,,31002.62,2527 CHUCK WAGON RD,SFR-DET,5914.89,25087.73,"Misc. (Garage, Shed, etc.)",New Construction,0,08 Data Dump,2022-08-01,August,08,2022,2023
03 - New Single Family Residential,2022-MSS-RES-00500,,BNSFR - New Single Family Residence,,NSFR/VB/R-3,O AND O BUILDERS LLC,,69929.53,,223852.58,2510 CHUCK WAGON DR,SFR-DET,69929.53,153923.05,Single Dwelling Detached,New Construction,1,08 Data Dump,2022-08-01,August,08,2022,2023
06 - New Miscellaneous,2022-MSS-RES-00501,,BNRDG - New Detached Garage/Carport,,NEW DET GARAGE/VB/U,O AND O BUILDERS LLC,,8746.65,,31002.62,2510 CHUCK WAGON DR,SFR-DET,8746.65,22255.97,"Misc. (Garage, Shed, etc.)",New Construction,0,08 Data Dump,2022-08-01,August,08,2022,2023
03 - New Single Family Residential,2022-MSS-RES-00503,,BNSFR - New Single Family Residence,,NSFR/VB/R-3,O AND O BUILDERS LLC,,69929.53,,223852.58,2526 CHUCK WAGON DR,SFR-DET,69929.53,153923.05,Single Dwelling Detached,New Construction,1,08 Data Dump,2022-08-01,August,08,2022,2023
06 - New Miscellaneous,2022-MSS-RES-00504,,BNRDG - New Detached Garage/Carport,,NEW DET GARAGE/VB/U,O AND O BUILDERS LLC,,8746.65,,31002.62,2526 CHUCK WAGON DR,SFR-DET,8746.65,22255.97,"Misc. (Garage, Shed, etc.)",New Construction,0,08 Data Dump,2022-08-01,August,08,2022,2023
02 - Remodel Residential,2022-MSS-RES-00522,,BAARR -  Add/Alter/Remodel Residential,,"SFR/ VB / R-3 / Gut and remodel kitchen.  Including moving sink and associated plumbing, replacing 2 windows with 3 in new locations, and removing a wall and replacing with a beam if deemed necessary./VB/R-3",OWNER,30000.0,0.0,,,1145 LOLO ST,,30000.0,0.0,Residential,Addition/Remodel,0,08 Data Dump,2022-08-01,August,08,2022,2023
02 - Remodel Residential,2022-MSS-RES-00536,,BAARR -  Add/Alter/Remodel Residential,,SFR/Addition of basement bedroom along with egress./VB/R-3,ROSS RENOVATION AND CONSTRUCTION,16000.0,0.0,,,320 WOODWORTH AVE,,16000.0,0.0,Residential,Addition/Remodel,0,08 Data Dump,2022-08-01,August,08,2022,2023
